date,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20180102,3,3,0,OLD,20170402,강철비,2017-12-14,358155600,7.2,-586145000,-62.1,33297385766,48123,-66187,-57.9,4176730,580,1541
20180102,4,4,0,OLD,20179462,위대한 쇼맨,2017-12-20,269267500,5.4,-240692200,-47.2,7436266400,35182,-24890,-41.4,909841,444,949
20180102,5,5,0,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,123797500,2.5,-139089000,-52.9,3504213700,17929,-16174,-47.4,467287,371,510
20180102,6,6,0,OLD,20176082,몬스터 패밀리,2017-12-21,86870000,1.8,-118923300,-57.8,2823936000,12678,-13843,-52.2,380829,298,386
20180102,7,7,0,OLD,20176947,원더,2017-12-27,85593600,1.7,-72956000,-46,876532900,11397,-7925,-41,112399,173,512
20180102,8,8,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,50359500,1.0,-58848100,-53.9,6008484700,7200,-6550,-47.6,794696,156,217
20180102,9,9,0,OLD,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,23536500,0.5,-24346400,-50.8,351268300,3305,-2635,-44.4,45695,148,225
20180102,10,10,0,OLD,20170443,스타워즈: 라스트 제다이,2017-12-14,38465000,0.8,3374500,9.6,8609441561,2914,-384,-11.6,952759,37,63
20180103,1,1,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1622679700,32.9,-582873100,-26.4,79894093032,215997,-78363,-26.6,9966543,1241,5724
20180103,2,2,0,OLD,20170590,1987,2017-12-27,1329406000,26.9,-314040600,-19.1,22687596737,174991,-42258,-19.5,2865837,964,4231
20180103,3,3,0,NEW,20171909,쥬만지: 새로운 세계,2018-01-03,946061400,19.2,946061400,100,967156400,124782,124782,100,127356,724,3110
20180103,4,4,0,NEW,20177104,페르디난드,2018-01-03,377633000,7.7,377633000,100,389883000,55644,55644,100,57302,496,956
20180103,5,5,-2,OLD,20170402,강철비,2017-12-14,216057300,4.4,-142098300,-39.7,33513443066,28596,-19527,-40.6,4205326,518,1225
20180103,6,6,-2,OLD,20179462,위대한 쇼맨,2017-12-20,197451900,4.0,-71815600,-26.7,7633718300,25851,-9331,-26.5,935692,366,833
20180103,7,7,-2,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,48771800,1.0,-75025700,-60.6,3552985500,7052,-10877,-60.7,474339,153,178
20180103,8,8,-1,OLD,20176947,원더,2017-12-27,33562000,0.7,-52031600,-60.8,910094900,4560,-6837,-60,116959,128,258
20180103,9,9,-1,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,27520000,0.6,-22839500,-45.4,6036004700,4024,-3176,-44.1,798720,87,111
20180103,10,10,-4,OLD,20176082,몬스터 패밀리,2017-12-21,23183700,0.5,-63686300,-73.3,2847119700,3466,-9212,-72.7,384295,98,105
20180104,1,1,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1629949600,34.5,7269900,0.4,81524042632,217041,1044,0.5,10183584,1227,5526
20180104,2,2,0,OLD,20170590,1987,2017-12-27,1240967300,26.2,-88438700,-6.7,23928564037,163434,-11557,-6.6,3029271,986,4260
20180104,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,817357100,17.3,-128704300,-13.6,1784513500,107671,-17111,-13.7,235027,746,3108
20180104,4,4,0,OLD,20177104,페르디난드,2018-01-03,348750800,7.4,-28882200,-7.6,738633800,51463,-4181,-7.5,108765,578,1095
20180104,5,5,0,OLD,20170402,강철비,2017-12-14,193722700,4.1,-22334600,-10.3,33707165766,25612,-2984,-10.4,4230938,502,1126
20180104,6,6,0,OLD,20179462,위대한 쇼맨,2017-12-20,186925500,4.0,-10526400,-5.3,7820643800,24109,-1742,-6.7,959801,348,792
20180104,7,7,44,OLD,20161872,너의 이름은.,2017-01-04,96383800,2.0,96114300,35663.9,29663588456,13070,13038,40743.8,3687464,115,206
20180104,8,8,-1,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,38617200,0.8,-10154600,-20.8,3591602700,5566,-1486,-21.1,479905,137,154
20180104,9,9,-1,OLD,20176947,원더,2017-12-27,38756100,0.8,5194100,15.5,948851000,5228,668,14.6,122187,143,282
20180104,10,10,-1,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,23784900,0.5,-3735100,-13.6,6059789600,3558,-466,-11.6,802278,87,110
20180105,1,1,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,2251518243,36.4,621568643,38.1,83775560875,268190,51149,23.6,10451774,1211,5497
20180105,2,2,0,OLD,20170590,1987,2017-12-27,1708118697,27.6,467151397,37.6,25636682734,202194,38760,23.7,3231465,1012,4456
20180105,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,1142337080,18.5,324979980,39.8,2926850580,135352,27681,25.7,370379,750,3200
20180105,4,4,0,OLD,20177104,페르디난드,2018-01-03,363742300,5.9,14991500,4.3,1102376100,48430,-3033,-5.9,157195,631,1244
20180105,5,5,1,OLD,20179462,위대한 쇼맨,2017-12-20,242077900,3.9,55152400,29.5,8062721700,28042,3933,16.3,987843,346,799
20180105,6,6,-1,OLD,20170402,강철비,2017-12-14,228568100,3.7,34845400,18,33935733866,27292,1680,6.6,4258230,495,1081
20180105,7,7,2,OLD,20176947,원더,2017-12-27,49733777,0.8,10977677,28.3,998584777,5943,715,13.7,128130,157,297
20180105,8,8,-1,OLD,20161872,너의 이름은.,2017-01-04,45987700,0.7,-50396100,-52.3,29709576156,5519,-7551,-57.8,3692983,121,211
20180105,9,9,-1,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,33076900,0.5,-5540300,-14.3,3624679600,4230,-1336,-24,484135,140,156
20180105,10,10,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,23795500,0.4,10600,0,6083585100,3202,-356,-10,805480,93,115
20180106,1,1,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,4605381262,37.0,2353863019,104.5,88380942137,548356,280166,104.5,11000130,1260,5536
20180106,2,2,0,OLD,20170590,1987,2017-12-27,3672277298,29.5,1964158601,115,29308960032,436764,234570,116,3668229,1094,4812
20180106,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,2271381970,18.2,1129044890,98.8,5198232550,268769,133417,98.6,639148,780,3195
20180106,4,4,0,OLD,20177104,페르디난드,2018-01-03,765138800,6.1,401396500,110.4,1867514900,100208,51778,106.9,257403,698,1595
20180106,5,5,1,OLD,20170402,강철비,2017-12-14,410684600,3.3,182116500,79.7,34346418466,49258,21966,80.5,4307488,457,943
20180106,6,6,-1,OLD,20179462,위대한 쇼맨,2017-12-20,378607600,3.0,136529700,56.4,8441329300,43965,15923,56.8,1031808,353,751
20180106,7,7,0,OLD,20176947,원더,2017-12-27,83831368,0.7,34097591,68.6,1082416145,10001,4058,68.3,138131,144,261
20180106,8,8,1,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,54769000,0.4,21692100,65.6,3679448600,7139,2909,68.8,491274,159,198
20180106,9,9,-1,OLD,20161872,너의 이름은.,2017-01-04,51849300,0.4,5861600,12.7,29761425456,6225,706,12.8,3699208,120,197
20180106,10,10,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,29661900,0.2,5866400,24.7,6113247000,3725,523,16.3,809205,93,107
20180107,1,1,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,4191360200,35.9,-414021062,-9,92572302337,502259,-46097,-8.4,11502389,1258,5464
20180107,2,2,0,OLD,20170590,1987,2017-12-27,3539272900,30.3,-133004398,-3.6,32848232932,421162,-15602,-3.6,4089391,1067,4738
20180107,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,2144238100,18.4,-127143870,-5.6,7342470650,255408,-13361,-5,894556,791,3162
20180107,4,4,0,OLD,20177104,페르디난드,2018-01-03,758165400,6.5,-6973400,-0.9,2625680300,98378,-1830,-1.8,355781,689,1549
20180107,5,5,0,OLD,20170402,강철비,2017-12-14,359118000,3.1,-51566600,-12.6,34705536466,43259,-5999,-12.2,4350747,449,914
20180107,6,6,0,OLD,20179462,위대한 쇼맨,2017-12-20,345798300,3.0,-32809300,-8.7,8787127600,40085,-3880,-8.8,1071893,352,746
20180107,7,7,0,OLD,20176947,원더,2017-12-27,80570100,0.7,-3261268,-3.9,1162986245,9554,-447,-4.5,147685,142,259
20180107,8,8,0,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,56346900,0.5,1577900,2.9,3735795500,7256,117,1.6,498530,151,190
20180107,9,9,0,OLD,20161872,너의 이름은.,2017-01-04,50288700,0.4,-1560600,-3,29811714156,6018,-207,-3.3,3705226,116,189
20180107,10,10,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,27623300,0.2,-2038600,-6.9,6140870300,3472,-253,-6.8,812677,89,101
20180108,1,1,1,OLD,20170590,1987,2017-12-27,1368451800,34.6,-2170821100,-61.3,34216684732,179977,-241185,-57.3,4269368,1012,4545
20180108,2,2,-1,OLD,20150976,신과함께-죄와 벌,2017-12-20,1307221900,33.1,-2884138300,-68.8,93879524237,174362,-327897,-65.3,11676751,1171,5192
20180108,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,661779400,16.8,-1482458700,-69.1,8004250050,86325,-169083,-66.2,980881,729,3111
20180108,4,4,0,OLD,20177104,페르디난드,2018-01-03,174757200,4.4,-583408200,-76.9,2800437500,25711,-72667,-73.9,381492,568,1253
20180108,5,5,1,OLD,20179462,위대한 쇼맨,2017-12-20,165805900,4.2,-179992400,-52.1,8952933500,21194,-18891,-47.1,1093087,368,818
20180108,6,6,-1,OLD,20170402,강철비,2017-12-14,132094200,3.3,-227023800,-63.2,34837630666,17562,-25697,-59.4,4368309,454,1001
20180108,7,7,0,OLD,20176947,원더,2017-12-27,34154000,0.9,-46416100,-57.6,1197140245,4544,-5010,-52.4,152229,149,284
20180108,8,8,0,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,15242500,0.4,-41104400,-72.9,3751038000,2176,-5080,-70,500706,129,154
20180108,9,9,0,NEW,20179985,코코,2018-01-11,18230000,0.5,18230000,100,83306000,2110,2110,100,8307,9,9
20180108,10,10,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,7463000,0.2,-20160300,-73,6148333300,1115,-2357,-67.9,813792,74,83
20180109,1,1,0,OLD,20170590,1987,2017-12-27,1333201300,35.7,-35250500,-2.6,35549886032,175795,-4182,-2.3,4445163,1052,4598
20180109,2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1165847200,31.2,-141374700,-10.8,95045371437,156347,-18015,-10.3,11833098,1182,5155
20180109,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,614759100,16.5,-47020300,-7.1,8619009150,80591,-5734,-6.6,1061472,736,3085
20180109,4,4,0,OLD,20177104,페르디난드,2018-01-03,180347700,4.8,5590500,3.2,2980785200,26788,1077,4.2,408280,566,1225
20180109,5,5,0,OLD,20179462,위대한 쇼맨,2017-12-20,165811700,4.4,5800,0,9118745200,21217,23,0.1,1114304,371,806
20180109,6,6,0,OLD,20170402,강철비,2017-12-14,122211800,3.3,-9882400,-7.5,34959842466,16294,-1268,-7.2,4384603,450,972
20180109,7,7,0,OLD,20176947,원더,2017-12-27,34367000,0.9,213000,0.6,1231507245,4588,44,1,156817,149,275
20180109,8,8,3,OLD,20161872,너의 이름은.,2017-01-04,17711900,0.5,9512400,116,29837625556,2591,1491,135.5,3708917,78,104
20180109,9,9,-1,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,15103500,0.4,-139000,-0.9,3766141500,2191,15,0.7,502897,132,157
20180109,10,10,0,OLD,20174846,뽀로로 극장판 공룡섬 대모험,2017-12-07,8105500,0.2,642500,8.6,6156438800,1261,146,13.1,815053,81,88
20180110,1,1,0,OLD,20170590,1987,2017-12-27,1264934200,35.6,-68267100,-5.1,36814820232,166737,-9058,-5.2,4611900,1080,4666
20180110,2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1061504000,29.9,-104343200,-8.9,96106875437,141830,-14517,-9.3,11974928,1170,5039
20180110,3,3,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,569717000,16.0,-45042100,-7.3,9188726150,73997,-6594,-8.2,1135469,715,3032
20180110,4,4,0,OLD,20177104,페르디난드,2018-01-03,156668300,4.4,-23679400,-13.1,3137453500,23334,-3454,-12.9,431614,534,1161
20180110,5,5,0,OLD,20179462,위대한 쇼맨,2017-12-20,176585700,5.0,10774000,6.5,9295330900,22621,1404,6.6,1136925,377,832
20180110,6,6,0,OLD,20170402,강철비,2017-12-14,114744300,3.2,-7467500,-6.1,35074586766,15391,-903,-5.5,4399994,451,938
20180110,7,7,0,NEW,20176104,그것만이 내 세상,2018-01-17,51407000,1.4,51407000,100,71575000,6307,6307,100,8566,34,35
20180110,8,8,-1,OLD,20176947,원더,2017-12-27,34303300,1.0,-63700,-0.2,1265810545,4525,-63,-1.4,161342,149,280
20180110,9,9,0,OLD,20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,13746200,0.4,-1357300,-9,3779887700,1986,-205,-9.4,504883,125,145
20180110,10,10,8,OLD,20179985,코코,2018-01-11,22528700,0.6,17128700,317.2,111234700,1973,1523,338.4,10730,17,17
20180111,1,1,0,OLD,20170590,1987,2017-12-27,1097949600,28.0,-166984600,-13.2,37912769832,143897,-22840,-13.7,4755797,957,3840
20180111,2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,926874200,23.7,-134629800,-12.7,97033749637,123573,-18257,-12.9,12098501,891,3514
20180111,3,3,7,OLD,20179985,코코,2018-01-11,801853900,20.5,779325200,3459.3,913088600,106921,104948,5319.2,117651,937,3329
20180111,4,4,-1,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,423587900,10.8,-146129100,-25.6,9612314050,55686,-18311,-24.7,1191155,586,1963
20180111,5,5,0,NEW,20173547,다운사이징,2018-01-11,247341600,6.3,247341600,100,253960100,32562,32562,100,33321,511,1657
20180111,6,6,-1,OLD,20179462,위대한 쇼맨,2017-12-20,91539000,2.3,-85046700,-48.2,9386869900,11648,-10973,-48.5,1148573,203,362
20180111,7,7,-3,OLD,20177104,페르디난드,2018-01-03,69261600,1.8,-87406700,-55.8,3206715100,10633,-12701,-54.4,442247,325,466
20180111,8,8,26,OLD,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,60159600,1.5,58933800,4807.8,63129400,8183,8028,5179.4,8556,390,910
20180111,9,9,-3,OLD,20170402,강철비,2017-12-14,40684000,1.0,-74060300,-64.5,35115270766,5400,-9991,-64.9,4405394,186,292
20180111,10,10,0,NEW,20179286,하이큐!! 콘셉트의 싸움,2018-01-11,27030500,0.7,27030500,100,27030500,3869,3869,100,3869,97,174
20180112,1,1,0,OLD,20170590,1987,2017-12-27,1589846454,31.7,491896854,44.8,39502616286,186221,42324,29.4,4942018,995,4045
20180112,2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,1231178700,24.6,304304500,32.8,98264928337,146496,22923,18.6,12244997,920,3623
20180112,3,3,0,OLD,20179985,코코,2018-01-11,955617405,19.1,153763505,19.2,1868706005,114582,7661,7.2,232233,978,3456
20180112,4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,555698541,11.1,132110641,31.2,10168012591,65832,10146,18.2,1256987,622,1991
20180112,5,5,0,OLD,20173547,다운사이징,2018-01-11,215765695,4.3,-31575905,-12.8,469725795,25172,-7390,-22.7,58493,506,1542
20180112,6,6,0,OLD,20179462,위대한 쇼맨,2017-12-20,131578400,2.6,40039400,43.7,9518448300,15055,3407,29.2,1163628,224,408
20180112,7,7,0,OLD,20177104,페르디난드,2018-01-03,74082100,1.5,4820500,7,3280797200,10533,-100,-0.9,452780,332,462
20180112,8,8,1,OLD,20170402,강철비,2017-12-14,58631900,1.2,17947900,44.1,35173902666,7118,1718,31.8,4412512,198,299
20180112,9,9,-1,OLD,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,37096700,0.7,-23062900,-38.3,100226100,4517,-3666,-44.8,13073,363,752
20180112,10,10,1,OLD,20176947,원더,2017-12-27,29332100,0.6,3008100,11.4,1321466645,3457,-19,-0.5,168275,94,177
20180113,1,1,0,OLD,20170590,1987,2017-12-27,3681165059,33.6,2091318605,131.5,43183781345,434063,247842,133.1,5376081,1103,4584
20180113,2,2,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,2606141100,23.8,1374962400,111.7,100871069437,310307,163811,111.8,12555304,984,3720
20180113,3,3,0,OLD,20179985,코코,2018-01-11,2552045991,23.3,1596428586,167.1,4420751996,306184,191602,167.2,538417,1163,4065
20180113,4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,1113103350,10.2,557404809,100.3,11281115941,133384,67552,102.6,1390371,662,2044
20180113,5,5,0,OLD,20173547,다운사이징,2018-01-11,324070909,3.0,108305214,50.2,793796704,37645,12473,49.6,96138,480,1244
20180113,6,6,0,OLD,20179462,위대한 쇼맨,2017-12-20,215064700,2.0,83486300,63.4,9733513000,24602,9547,63.4,1188230,222,411
20180113,7,7,0,OLD,20177104,페르디난드,2018-01-03,161611700,1.5,87529600,118.2,3442408900,21373,10840,102.9,474153,343,487
20180113,8,8,0,OLD,20170402,강철비,2017-12-14,107703300,1.0,49071400,83.7,35281605966,12962,5844,82.1,4425474,174,267
20180113,9,9,1,OLD,20176947,원더,2017-12-27,52706200,0.5,23374100,79.7,1374172845,6175,2718,78.6,174450,93,168
20180113,10,10,-1,OLD,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,37938100,0.3,841400,2.3,138164200,4734,217,4.8,17807,352,517
20180114,1,1,0,OLD,20170590,1987,2017-12-27,3462113600,33.2,-219051459,-6,46645894945,410882,-23181,-5.3,5786963,1122,4516
20180114,2,2,1,OLD,20179985,코코,2018-01-11,2586034700,24.8,33988709,1.3,7006786696,311570,5386,1.8,849987,1177,4030
20180114,3,3,-1,OLD,20150976,신과함께-죄와 벌,2017-12-20,2416524300,23.2,-189616800,-7.3,103287593737,288913,-21394,-6.9,12844217,985,3641
20180114,4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,1071986200,10.3,-41117150,-3.7,12353102141,128642,-4742,-3.6,1519013,677,2032
20180114,5,5,0,OLD,20173547,다운사이징,2018-01-11,253603500,2.4,-70467409,-21.7,1047400204,29295,-8350,-22.2,125433,456,1110
20180114,6,6,0,OLD,20179462,위대한 쇼맨,2017-12-20,201040900,1.9,-14023800,-6.5,9934553900,23253,-1349,-5.5,1211483,232,420
20180114,7,7,0,OLD,20177104,페르디난드,2018-01-03,166718000,1.6,5106300,3.2,3609126900,21862,489,2.3,496015,341,481
20180114,8,8,0,OLD,20170402,강철비,2017-12-14,89073700,0.9,-18629600,-17.3,35370679666,10776,-2186,-16.9,4436250,170,259
20180114,9,9,0,OLD,20176947,원더,2017-12-27,46197200,0.4,-6509000,-12.3,1420370045,5378,-797,-12.9,179828,88,164
20180114,10,10,0,OLD,20177602,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,33934200,0.3,-4003900,-10.6,172098400,4244,-490,-10.4,22051,321,449
20180115,1,1,0,OLD,20170590,1987,2017-12-27,978581700,30.5,-2483531900,-71.7,47624476645,128997,-281885,-68.6,5915960,1015,4222
20180115,2,2,0,OLD,20179985,코코,2018-01-11,796652800,24.8,-1789381900,-69.2,7803439496,105194,-206376,-66.2,955181,1000,3563
20180115,3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,747381200,23.3,-1669143100,-69.1,104034974937,100000,-188913,-65.4,12944217,910,3501
20180115,4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,327245750,10.2,-744740450,-69.5,12680347891,42915,-85727,-66.6,1561928,618,1995
20180115,5,5,1,OLD,20179462,위대한 쇼맨,2017-12-20,106900300,3.3,-94140600,-46.8,10041454200,13580,-9673,-41.6,1225063,237,454
20180115,6,6,-1,OLD,20173547,다운사이징,2018-01-11,81037900,2.5,-172565600,-68,1128438104,10623,-18672,-63.7,136056,451,1132
20180115,7,7,0,OLD,20177104,페르디난드,2018-01-03,34215800,1.1,-132502200,-79.5,3643342700,5214,-16648,-76.2,501229,299,412
20180115,8,8,0,OLD,20170402,강철비,2017-12-14,36320100,1.1,-52753600,-59.2,35406999766,4808,-5968,-55.4,4441058,181,290
20180115,9,9,0,OLD,20176947,원더,2017-12-27,20793800,0.6,-25403400,-55,1441163845,2777,-2601,-48.4,182605,95,190
20180115,10,10,0,NEW,20176104,그것만이 내 세상,2018-01-17,21013000,0.7,21013000,100,122214000,2357,2357,100,14364,12,12
20180116,1,1,0,OLD,20170590,1987,2017-12-27,877919500,27.4,-100662200,-10.3,48502396145,116339,-12658,-9.8,6032299,1042,4239
20180116,2,2,0,OLD,20179985,코코,2018-01-11,850404700,26.5,53751900,6.7,8653844196,114778,9584,9.1,1069959,1009,3557
20180116,3,3,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,700064700,21.8,-47316500,-6.3,104735039637,95401,-4599,-4.6,13039618,948,3493
20180116,4,4,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,304740700,9.5,-22505050,-6.9,12985088591,40362,-2553,-5.9,1602290,632,1975
20180116,5,5,0,OLD,20179462,위대한 쇼맨,2017-12-20,114508300,3.6,7608000,7.1,10155962500,14645,1065,7.8,1239708,234,459
20180116,6,6,0,OLD,20173547,다운사이징,2018-01-11,65347500,2.0,-15690400,-19.4,1193785604,8635,-1988,-18.7,144691,442,1052
20180116,7,7,3,OLD,20176104,그것만이 내 세상,2018-01-17,78678700,2.5,57665700,274.4,200892700,8343,5986,254,22707,55,55
20180116,8,8,-1,OLD,20177104,페르디난드,2018-01-03,48112200,1.5,13896400,40.6,3691454900,7477,2263,43.4,508706,318,434
20180116,9,9,-1,OLD,20170402,강철비,2017-12-14,32225100,1.0,-4095000,-11.3,35439224866,4348,-460,-9.6,4445406,180,289
20180116,10,10,-1,OLD,20176947,원더,2017-12-27,21651400,0.7,857600,4.1,1462815245,2862,85,3.1,185467,89,182
20180117,1,1,12,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1752996100,36.2,1735693100,10031.2,1811104400,225512,224277,18160.1,230473,919,3807
20180117,2,2,5,OLD,20176104,그것만이 내 세상,2018-01-17,964523300,19.9,885844600,1125.9,1165416000,126797,118454,1419.8,149504,825,3491
20180117,3,3,-2,OLD,20170590,1987,2017-12-27,688826800,14.2,-189092700,-21.5,49191222945,90628,-25711,-22.1,6122927,755,2901
20180117,4,4,-2,OLD,20179985,코코,2018-01-11,592830600,12.3,-257574100,-30.3,9246674796,82114,-32664,-28.5,1152073,742,2078
20180117,5,5,-2,OLD,20150976,신과함께-죄와 벌,2017-12-20,530129300,11.0,-169935400,-24.3,105265168937,71181,-24220,-25.4,13110799,619,2143
20180117,6,6,-2,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,106959100,2.2,-197781600,-64.9,13092047691,14390,-25972,-64.3,1616680,388,755
20180117,7,7,-2,OLD,20179462,위대한 쇼맨,2017-12-20,50769300,1.0,-63739000,-55.7,10206731800,6509,-8136,-55.6,1246217,108,171
20180117,8,8,2,OLD,20176947,원더,2017-12-27,25969200,0.5,4317800,19.9,1488784445,3509,647,22.6,188976,67,144
20180117,9,9,-1,OLD,20177104,페르디난드,2018-01-03,21073500,0.4,-27038700,-56.2,3712528400,3476,-4001,-53.5,512182,95,115
20180117,10,10,8,OLD,20178228,다키스트 아워,2018-01-17,12944000,0.3,9742000,304.2,20694000,1796,1292,256.3,2902,217,349
20180118,1,1,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1299525600,30.3,-453470500,-25.9,3110630000,166420,-59092,-26.2,396893,979,3973
20180118,2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,856045100,20.0,-108478200,-11.2,2021461100,112992,-13805,-10.9,262496,833,3455
20180118,3,3,1,OLD,20179985,코코,2018-01-11,612011200,14.3,19180600,3.2,9858685996,85272,3158,3.8,1237345,753,2051
20180118,4,4,-1,OLD,20170590,1987,2017-12-27,607847400,14.2,-80979400,-11.8,49799070345,80291,-10337,-11.4,6203218,745,2833
20180118,5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,507995300,11.9,-22134000,-4.2,105773164237,68978,-2203,-3.1,13179777,645,2126
20180118,6,6,0,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,95688400,2.2,-11270700,-10.5,13187736091,13139,-1251,-8.7,1629819,398,721
20180118,7,7,0,NEW,20189525,젝스키스 에이틴,2018-01-18,49236400,1.1,49236400,100,69957200,6765,6765,100,9057,25,70
20180118,8,8,-1,OLD,20179462,위대한 쇼맨,2017-12-20,45546600,1.1,-5222700,-10.3,10252278400,5824,-685,-10.5,1252041,108,156
20180118,9,9,0,NEW,20178808,주문은 토끼입니까?? ~디어 마이 시스터~,2018-01-18,40877500,1.0,40877500,100,48851500,5773,5773,100,6659,79,139
20180118,10,10,16,OLD,20173662,리틀 뱀파이어,2018-01-18,17487300,0.4,15600300,826.7,25102300,2646,2393,945.8,3615,192,223
20180119,1,1,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1563386480,30.0,263860880,20.3,4674016480,181349,14929,9,578242,1020,4251
